mal_id,title,title_english,type,episodes,score,genres,synopsis,year,themes,studios,image_url
54,Appleseed (Movie),,Movie,1.0,7.05,Sci-Fi,"With Earth seemingly entangled in endless war, it is hard to believe that the city of Olympus has attained a utopian society. This peaceful haven is made possible through its population made up predominantly of Bioroids—genetically engineered humans who can no longer reproduce on their own or experience extreme emotions. Deunan Knute is a legendary soldier who has been fighting in the wastelands for as long as she can remember. When Hitomi, a representative of Olympus, scouts her to become a part of their security force, Deunan is skeptical that there can truly be a place so calm. Proving her suspicions correct, Deunan soon learns of a dangerous plot that promises to plunge the city into chaos—by threatening the very existence of Bioroids. [Written by MAL Rewrite]",,Mecha | Military,Digital Frontier,https://myanimelist.net/images/anime/9/57231.jpg
55,Arc the Lad,,TV,26.0,6.59,Action | Adventure | Fantasy | Horror | Sci-Fi,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. (Source: ANN)",1999.0,Unknown,Bee Train,https://myanimelist.net/images/anime/3/49041.jpg
56,Avenger,,TV,13.0,5.93,Adventure | Fantasy | Sci-Fi,"Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.",2003.0,Unknown,Bee Train,https://myanimelist.net/images/anime/1112/154871.jpg
57,Beck,Beck: Mongolian Chop Squad,TV,26.0,8.29,Drama,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan. [Written by MAL Rewrite]",2004.0,Music,Madhouse,https://myanimelist.net/images/anime/11/11636.jpg
58,Blue Gender,Blue Gender,TV,26.0,7.04,Adventure | Drama | Horror | Sci-Fi,"Afflicted by an incurable illness, Yuuji Kaidou dreams of a better future and decides to rely on a cryogenic technology that allows him to sleep until a cure is found. Unfortunately for the young man, he awakens surrounded by man-eating monsters and is saved in extremis by a group of soldiers who use large combat machines to slay these ruthless creatures. Yuuji learns from Marlene Angel, the leader of the soldier team that saved him, that an alien species known as BLUE had invaded Earth decades ago, leaving humanity on the brink of extinction. Initially overwhelmed by the nightmarish reality, Yuuji joins the resistance against the BLUE. But in order to prevail over these monstrosities, he will need more than just determination if he wants to make a difference in the battle to save mankind. [Written by MAL Rewrite]",1999.0,Gore | Mecha | Military | Space | Survival,AIC,https://myanimelist.net/images/anime/1/2023.jpg
59,Chobits,Chobits,TV,26.0,7.4,Comedy | Drama | Romance | Sci-Fi | Ecchi,"When computers start to look like humans, can love remain the same? Hideki Motosuwa is a young country boy who is studying hard to get into college. Coming from a poor background, he can barely afford the expenses, let alone the newest fad: Persocoms, personal computers that look exactly like human beings. One evening while walking home, he finds an abandoned Persocom. After taking her home and managing to activate her, she seems to be defective, as she can only say one word, ""Chii,"" which eventually becomes her name. Unlike other Persocoms, however, Chii cannot download information onto her hard drive, so Hideki decides to teach her about the world the old-fashioned way, while studying for his college entrance exams at the same time. Along with his friends, Hideki tries to unravel the mystery of Chii, who may be a ""Chobit,"" an urban legend about special units that have real human emotions and thoughts, and love toward their owner. But can romance flourish between a Persocom and a hu",2002.0,Unknown,Madhouse,https://myanimelist.net/images/anime/4/24648.jpg
60,Chrno Crusade,Chrono Crusade,TV,24.0,7.6,Action | Romance | Supernatural,"The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America. To combat this menace, the holy organization known as the Order of Magdalene was established. The organization's New York branch is home to the young and reckless Sister Rosette Christopher, as well as her partner Chrno. Tasked with the extermination of demonic threats, the renowned team is excellent at their job, despite causing extensive collateral damage on their missions. However, both Rosette and Chrno are driven by their dark pasts. Through exterminating demons, Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon, Aion, with whom Chrno also shares a bloody history. The two of them must fight off the increasingly dangerous demonic menace and discover its source, while continuing to search for the truth behind Joshua's disappearance. [Written by MAL Rewrite]",2003.0,Historical | Mythology,Gonzo,https://myanimelist.net/images/anime/13/14141.jpg
61,D.N.Angel,D.N.Angel,TV,26.0,7.16,Action | Comedy | Fantasy | Romance,"Daisuke Niwa is a clumsy, block-headed, and wimpy middle school student who has few redeeming qualities. On his 14th birthday, he finally decides to confess his love to his longtime crush Risa Harada, but is rejected. In an unexpected turn of events, however, Daisuke finds himself transforming into Dark Mousy, the infamous phantom thief, whenever his mind is set on Risa. Though Daisuke is unaware of this strange heritage, his mother is certainly not: since before the boy was born, his mother had been planning for him to steal valuable works of art and let the name of the elusive art thief be known. With doubt and confusion constantly clouding his mind, Daisuke finds himself struggling in his relationships with classmates and family. And it is not long before Daisuke realizes that he is not the only one with a fated family legacy—his greatest adversary could be the one classmate he is most unwilling to fight. [Written by MAL Rewrite]",2003.0,School,Xebec,https://myanimelist.net/images/anime/1126/98904.jpg
62,D.C.: Da Capo,D.C.~Da Capo~,TV,26.0,6.73,Drama | Romance,"Hatsunejima abounds in mysteries—one of which is the town's unwithering cherry trees that are said to grant the most genuine wishes. There are also rumors of people possessing supernatural powers, like Junichi Asakura, who can see other people's dreams and create sweets out of nothing. Alongside his sister Nemu, he enjoys living in peace with his friends at Kazami Academy but chooses to shroud his identity in secrecy. His tranquil school life comes to a halt when he finds out that his childhood friend Sakura Yoshino has returned from America after six years. She is there for one purpose: to fulfill the promises she made long ago with Junichi. Little does anyone know, however, that Sakura's appearance is bound to change everyone's lives—for better or worse. [Written by MAL Rewrite]",2003.0,Harem,feel. | Zexcs,https://myanimelist.net/images/anime/4/73936.jpg
63,DearS,DearS,TV,12.0,6.55,Comedy | Romance | Sci-Fi | Ecchi,"One year ago, a UFO containing 150 aliens crash-landed off the shores of Kasai. Because no one could fix their ship, the Japanese Government decided to bestow upon them the designation ""DearS"" and make them into Japanese citizens, teaching them the language, customs, and culture of Japan. However, in order for them to become more familiar with human society, a home-stay program has been enacted to allow them to mingle with other humans. One misty morning, a truck carrying a capsule that housed one of these aliens ends up dropping it into the riverbank, releasing her from her confinement. She is eventually found by a high school student named Takeya Ikuhara, who saves her from being hit by a truck and takes pity on her, despite being extremely distrustful of their race and wanting nothing to do with them. Upon being named Ren, she imprints upon him as her ""Master"" and serves as his personal ""Slave,"" leaving him with a ""DearS"" who wants to remain with him no matter what and bringing his",2004.0,Unknown,Daume,https://myanimelist.net/images/anime/1207/98872.jpg
